id,title,type,seasons,runtime,release_year,age_certification,description
ts237411,The Day I Became a God,SHOW,1.0,24,2020,TV-14,"At the end of the last summer vacation of high school, Youta Narukami spends his days preparing for the university entrance exams, when a young girl named Hina suddenly appears, proclaiming herself as the ""god of omniscience."" Youta is confused and does not believe Hina when she tells him ""The world will end in 30 days."" After witnessing Hina’s God-like predictive ability, Youta begins to believe her powers are real. Hina, who is innocent and childlike despite her supernatural powers, decides for some reason to stay at Youta’s home. Thus begins the start of their lively summer before the end of the world."
ts236553,Our Last Crusade or the Rise of a New World,SHOW,1.0,23,2020,TV-14,"For years, a great war has raged on between the scientifically advanced Empire and a paradise of witches known as the Nebulis Sovereignty. This age-old battle sets the scene for a fateful encounter between two young combatants: an imperial swordsman, Iska, and the witch princess, Aliceliese. As sworn enemies, they vow to cut each other down in order to unite their worlds, and yet Iska finds himself entranced by her beauty and righteousness, while Aliceliese is moved by his strength and resolve. In the midst of a never-ending war that forbids them from being together, they have no choice but to destroy each other-or find another way."
ts86387,Mysteria Friends,SHOW,1.0,14,2019,nan,"Anne, the honor student princess, and Grea, a princess born from a dragon and a human are students at the Mysteria Academy, a prestigious magic school that teaches magic without discrimination to the three factions (men, gods, demons), who usually are engaged in battle with each other."
ts225641,The 8th Son? Are You Kidding Me?,SHOW,1.0,23,2020,TV-14,"Shingo Ichinomiya, a 25-year-old man working at a firm company, while thinking of tomorrow's busy working day, goes to sleep. However, when he woke up, he found himself in a room unknown to him and realized that he is inside a 6-years-old body, taking over his body and mind. He soon learns from the memories of the boy that the boy was born as the youngest child of a poor noble family living in a back country. Having no administrative skill, he can't do anything to manage the vast land his family has. Fortunately, he is blessed with a very rare talent, the talent of magic. Unfortunately, while his talent could bring prosperity to his family, in his situation it only brought disaster. This is the story of the boy, Wendelin Von Benno Baumeister, opening his own path in a harsh world."
ts224204,Sleepy Princess in the Demon Castle,SHOW,1.0,23,2020,TV-14,"Syalis is a princess. A really cute one. When she gets kidnapped by the Demon King as a hostage, she's stuck in a castle full of demons, waiting to be rescued by her knight in shining armor. So what does she do? What any of us would. Take a nap—on a pillow she fashioned from her Teddy Demon guards. Duh."
ts85668,Boogiepop and Others,SHOW,1.0,24,2019,TV-MA,"There is an urban legend that tells of a shinigami that can release people from the pain they are suffering. This ""Angel of Death"" has a name—Boogiepop. And the legends are true. Boogiepop is real. When a rash of disappearances involving female students breaks out at Shinyo Academy, the police and faculty assume they just have a bunch of runaways on their hands. Yet some students know better. Something mysterious and foul is afoot. Is it Boogiepop or something even more sinister...?"
ts236728,Mr Love: Queen's Choice,SHOW,1.0,23,2020,TV-14,"A girl inherits a company that is almost bankrupt from her late father. Lacking the funds, she must now become the producer herself in order to save the company from collapse. During her work, she meets four boys—financial expert Zen, the idol Kira, police officer Haku, and leading neuroscientist Simon—and is suddenly involved with the conspiracies and mysteries over the existence of special powers known as ""Evol."""
ts251702,Final Fantasy XV: Episode Ardyn -Prologue-,SHOW,1.0,13,2019,nan,nan
ts255514,Cherry Magic! Thirty Years of Virginity Can Make You a Wizard?!,SHOW,1.0,23,2020,nan,"Kiyoshi Adachi is a 30-year-old office worker who gains the ability to read the minds of anyone they touch, acquired simply by maintaining his virginity for 30 years. Confused by his newfound power, he accidentally touches his co-worker, Yūichi Kurosawa, who also happens to be the most attractive guy and the best salesman in the company. This brief contact already reveals to Adachi that Kurosawa is madly in love with him, an unexpected realization behind Kurosawa's generally cool and composed demeanor. Their relationship is in the balance as Adachi figures out how to navigate through life hearing the voices of people's hearts."
ts236537,By the Grace of the Gods,SHOW,1.0,24,2020,TV-14,"Only 39 years into a life full of bad luck, Ryoma Takebayashi passes away in his sleep! Taking pity on him, three divine beings show compassion by reincarnating him as a young boy to a magical, new world. Now he spends his time researching and caring for slimes in the forest. But after healing an injured traveler, Ryoma decides to set out with his new friends on a journey to use his power to help others. A whole new world awaits him, where his skills as a magic user and slime tamer continue to elicit surprise and admiration."
ts222891,"SING ""YESTERDAY"" FOR ME",SHOW,1.0,23,2020,TV-14,"After college, Rikuo Uozumi, a boy without much ambition in life, takes on a job at a convenience store. The days pass by uneventfully for Rikuo until he meets his former girlfriend and classmate, but especially thanks to the unusual Haru Nonaka, and her pet raven..."
ts224648,Monster Girl Doctor,SHOW,1.0,23,2020,TV-14,"In the town of Lindworm where monsters and humans coexist, Dr. Glenn runs an exemplary medical clinic for monster girls with his lamia assistant, Sapphee. Whether receiving a marriage proposal by a centaur injured in battle, palpating the injury of a mermaid, or suturing the delicate wounds of a flesh golem, Dr. Glenn performs his job with grace and confidence. But when an unsavory character seeks to steal a harpy egg, how will the unflappable Dr. Glenn respond...?"
ts89562,To the Abandoned Sacred Beasts,SHOW,1.0,23,2019,TV-MA,"The democratic nation of Patria was created on the continent of Patria. Because of economical disputes, the country split north and south, creating the Northern Union of Patria and the Southern Confederation of Patria and they waged a long civil war. With their numbers dwindling, the North decides to use forbidden technology in order to defeat the South. This technology turns humans into monster-like soldiers, giving them almost godlike powers. And with those powers, the long war came to an end and peace was restored."
ts251363,"Oh, Suddenly Egyptian God",SHOW,1.0,5,2020,TV-PG,"Welcome to the world of the Egyptian gods.

This is where the famous gods of Ancient Egypt, from Anubis to Thoth, live their lives freely.

How freely, you ask? Bastet appears out of nowhere, singing and dancing. Medjed is always stone-faced. Horus works a part-time job. Set is devoted to pulling pranks. Ra's off traveling and rarely comes home... All the Gods basically just do whatever they want!

These cute mascot Egyptian deities make the most of their unrestrained divine lives. The extremely popular characters of ""Oh, Suddenly Egyptian God"" now have their own anime!"
ts225665,Onyx Equinox,SHOW,1.0,24,2020,TV-MA,"A young Aztec boy is saved from death by the gods and chosen to act as ‘humanity’s champion,’ forced to discard his apathy toward his fellow man and prove humanity’s potential in a fight that spans across fantastical-yet-authentic Mesoamerican cultures."
ts219078,Ahiru no Sora,SHOW,1.0,24,2019,TV-PG,"A stout, weak, yet highly passionate Sora Kurumatani enters Kuzuryuu High School with hopes that he’ll fulfill his mother’s wishes to dominate his first high school tournament. However, the basketball club—turned den for delinquents—does anything but play basketball! Its club members, Momoharu Hanazono, a skilled blocker who can do power jumps but is horrible at shooting, and his twin brother Chiaki, a talented point guard, has also lost interest in the sport. With just one game overwhelmed with adrenaline rush and excitement, and Sora’s pure love for the game, the youth’s burning out spirit for basketball rekindles."
ts187246,A Certain Scientific Accelerator,SHOW,1.0,24,2019,TV-14,"Accelerator is considered the most powerful psychic in Academy City and one of a few able to shift to the level 6. He, however, now lives a peaceful life and tries to recover from the past injuries. His rest is interrupted, when a rogue group within Anti-Skill called DA that is obsessed with bringing justice to Academy City so much that it would even opt for kidnapping and experiments on humans, causes pure havoc in the city. While Accelerator does not like to be bothered and hates problems, Disciplinary Action, or DA is enough of a threat for Accelerator to take actions, mainly because of the fact that the group, for some unknown reason, is trying to kidnap The Last Order. Now only Accelerator can save the Academy City and The Last Order from the zealous fanatics, working in DA."
ts89552,"Demon Lord, Retry!",SHOW,1.0,23,2019,TV-14,"Akira Oono is an ordinary working adult who manages the MMORPG Infinity Game. Fifteen years after creating the game, Oono decides to shut the servers down once and for all. However, as the clock strikes midnight, he somehow finds himself in the body of middle-aged Hakuto Kunai, Infinity Game's Demon Lord!

Soon after his mysterious transportation, he witnesses the demon Greole chasing after a little girl named Aku. Although he effortlessly dispatches the creature, Hakuto is still concerned; after all, he does not remember creating the girl or the demon! Doubting whether he truly is in the world of his creation, Hakuto decides to investigate. Bringing Aku along as his guide and companion, Hakuto sets out on a journey to find out exactly who or what summoned him to this fantasy world—all while leaving chaos and destruction in his wake."
ts90371,Mobile Suit Gundam: The Origin - Advent of the Red Comet,SHOW,1.0,25,2019,TV-14,"This is the story of how Char Aznable, the Red Comet, came to be. Zeon Zum Deikun suddenly dies, in the middle of declaring the Autonomous Republic of Munzo’s independence, and the republic falls into turmoil. His children, Casval and Artesia, escape to Earth while the House of Zabi rises to power. Living in secret, the siblings must find their place in a world preparing for war."
ts216695,High School Prodigies Have It Easy Even in Another World!,SHOW,1.0,23,2019,TV-14,"Seven high school students that got caught in an airplane accident wake up, in a middle age like fantasy different world where magic and beast-man (juujin) exist.

But they do not panic at their current situation!?

They build a nuclear plant in a world without electricity, they control the economy of a large city in a short work's trip, and finally for their benefactor's sake who are suffering from the misgoverment, they declare war on the evil nobles.

So... none of them is a normal high school student, each of them are super human high school students that stand at the top of politics, economics, science and medicine!

This is a story of a dream team that possess earth's greatest wisdom and technology, that without any self-restraining bring a revolution to a different world with over-technology"
ts221718,Adachi and Shimamura,SHOW,1.0,24,2020,TV-14,"Adachi spends her school days skipping class until she meets fellow delinquent Shimamura and the two become fast friends. Cutting class together deepens their friendship but soon unexpected emotions blossom. As awkwardness and confusion settle in, the two girls travel this sea of emotions without a paddle as they learn about each other’s feelings."
ts90312,"If It's for My Daughter, I'd Even Defeat a Demon Lord",SHOW,1.0,23,2019,nan,"Dale is a cool, composed, and highly skilled adventurer who's made quite a name for himself despite his youth. One day on a job deep in the forest, he comes across a little devil girl who's almost wasted away. Unable to just leave her there to die, Dale takes her home and becomes her adoptive father.

Devil or not, Latina is beyond adorable, and the adventurer soon finds himself head over heels with being a parent.

But why was she out in the forest to begin with, and why does she carry the mark of a criminal?"
ts223236,Seton Academy: Join the Pack!,SHOW,1.0,23,2020,TV-14,"Seton Academy, a school full of animals where, thanks to population decline, there are fewer humans than any other creature. Mazama Jin, an animal hater and the only human male in his class, falls in love with Hino Hitomi, the only female human, the moment he lays eyes her. However he soon finds himself entangled with various other creatures after he reluctantly joins the 'pack' of Lanka the wolf, the only other member of her pack. After getting to know each other, the two decide to create a cooking club, and after a few bad-blooded misunderstandings, Ranka soon joins the club as well.

Thus begins the howl-some and howl-arious story of two normal humans; an adorable wolf; a cheerful koala; a sluggish, blonde sloth; and a feline with cattitude in their newfound club—in a story that teaches that friendship can be forged by creatures of different kinds."
ts251712,I Tried Asking While Kowtowing,SHOW,1.0,3,2020,nan,"""Grovel enough, and you'll get what you want.""  This is the motto that Suwaru Doge firmly stands by, believing that kneeling and begging will grant him the majestic view of a woman's naked body. After realizing the power of groveling in the dogeza stance, Doge wastes no time in exploiting it for lewd requests. Targeting the cutest and hottest girls in the school, he is one step closer to his goal of beholding their nude bodies, no matter what harm it may cause to his social standing."
ts222812,Kakushigoto,SHOW,1.0,23,2020,TV-14,"Kakushi Goto is a somewhat popular manga artist whose works are known for inappropriate content. Because of this raunchiness, when his daughter Hime was born, he vowed to keep his profession hidden from her, believing that she will be disillusioned if she finds out.

This paranoia-induced belief leads Kakushi into hectic situations. Despite being a single father, he does his best and often resorts to extreme ends just to protect his secret, such as guising as a salaryman every day or holding emergency drills in case Hime somehow finds her way to his workplace.

This show tells the story of a father and daughter living side by side, maintaining their peaceful existence as the father attempts to preserve the status quo. However, there is a saying: ""there are no secrets that time cannot reveal."" In time, Hime must learn the reality behind the things she took for granted as she grew up."
ts224909,Shadowverse,SHOW,2.0,23,2020,TV-14,"The hottest battle is about to begin! While attending Tensei Academy, Hiro Ryugasaki ends up acquiring a mysterious smartphone. It comes installed with the popular card game, Shadowverse! Meeting new rivals, facing major tournaments, forging bonds with friends... Shadowverse leads Hiro to all sorts of new experiences, all that serve to ""evolve"" him..."
ts286384,Love Live! Nijigasaki High School Idol Club,SHOW,2.0,24,2020,TV-14,"Nijigasaki High School is located in Odaiba, Tokyo. The school is popular due to its free school style and diverse majors. The story centers on the members of school idol club in Nijigasaki, and their attempt to prevent the club from being abolished."
ts90309,Are You Lost?,SHOW,1.0,12,2019,nan,"Because of a plane crash … starting today, we’re spending the springtime of our lives on a desert island!! There’s nothing here, so we have to make everything!! And eat everything!! (Ugh!) Check out our high-school-girl survival story of courage and knowledge. We’re actually doing pretty well! We learn how to eat cicadas, how to build traps, a simple allergy test, how to eat hermit crabs, etc."
ts221850,The Case Files of Jeweler Richard,SHOW,1.0,23,2020,TV-14,"The novel follows Richard Ranashinha Dvorpian, a handsome British jewelry appraiser, and Seigi Nakata, a bright and upright Japanese college student. The duo solves various jewel-related cases by unraveling the hidden ."
ts87003,Virtualsan - Looking,SHOW,1.0,23,2019,nan,"The series features over 30 virtual YouTubers or VTubers — characters popularized via videos on streaming services and user-generated content sites.

Each episode will be an omnibus of segments, each highlighting different VTubers. The series will stream on Niconico Live and Periscope simultaneously with the television broadcast."
ts84641,Magical Girl Spec-Ops Asuka,SHOW,1.0,24,2019,TV-MA,"Due to the invasion of Disas—enigmatic creatures of soil from the land of the dead—mankind, who was on the verge of crisis, was saved by the efforts of magical girls who had obtained a mysterious magical power...

Three years later, new incidents suddenly occur, tearing apart the normalcy of the girls who had each returned to their normal lives. The saviours of humanity, those magical girls called ""The Magical Five"" now live each day fighting for their lives, even as they are trifled with by fate..."
ts226464,Bungo and Alchemist -Gears of Judgement-,SHOW,1.0,24,2020,nan,"Based on the popular mobile game of the same name. Bungo and Alchemist -Gears of Judgement- is set in a fantasy world with famous and handsome historical figures from the field of literature, who must call upon their magical abilities to save books that have been tainted by evil forces."
ts236900,Iwa Kakeru! Sport Climbing Girls,SHOW,1.0,24,2020,TV-14,"Sport climbing is a sport that makes use of both the body and the brain to climb walls. Kasahara Konomi, a master at puzzles, just happens to discover her school’s climbing wall, and it looks almost like a colorful sort of puzzle in her eyes. This fateful encounter brings big changes to Konomi’s life! With her teammates in the Hanamiya Girls’ High School Climbing Club, Konomi races for the top in this passionate climbing story!"
ts89554,Magical Sempai,SHOW,1.0,12,2019,TV-14,Our MC finds out that his school requires him to join a club and during his reluctant search he stumbles upon Tejina-senpai attempting magic tricks in her clubroom. Tejina-senpai has massive stage fright however and so now that she has an audience her attempts are simply comedic.
ts223219,SUPER HxEROS,SHOW,1.0,23,2020,TV-14,"Earth faces an unprecedented threat from an invasion by the mysterious Kiseichuu. The Kiseichuu feed on human sexual energy, also known as “H-energy,” and weaken the human population.

High school student Retto Enjo is a member of the hero group HxEROS, who fight together to save the earth from the Kiseichuu."
ts88978,Mix: Meisei Story,SHOW,1.0,23,2019,nan,"Because of the legend left by Tatsuya Uesugi, Meisei Academy High School was well-known for their strong baseball team. But 26 years after their glory, the team has not been able to keep their record and has since lost their fame.

Two stepbrothers, Souichirou and Touma Tachibana, aim to revive of the once-strong Meisei Academy baseball team and enter the National High School Baseball Championship.

Souichirou and Touma are second years in Meisei Academy Middle School. Both boys are talented baseball players. Souichirou has shown excellent skill as a catcher and batter. Though having an extraordinary skill as a pitcher, Touma no longer pitches due to a certain reason.

Once the two enter high school, they pair as a battery and aim to enter the National High School Baseball Championship!"
ts86890,Lord El-Melloi II's Case Files {Rail Zeppelin} Grace note,SHOW,1.0,23,2019,nan,"Waver Velvet – The boy who fought side by side with the King of Conquerors - Iskandar - during the Fourth Holy Grail War in Fate/Zero. Time has passed, and the mature Waver has now adopted the name of Lord El-Melloi. As Lord El-Melloi II, he challenges numerous magical and mystical cases in the Clock Tower, the mecca of all mages..."
ts88982,The Helpful Fox Senko-san,SHOW,1.0,23,2019,TV-14,"Like many hardworking members of the workforce, Kuroto Nakano is perpetually stressed out by his job. Still, since he lives alone, he must carry on to sustain himself. Little do humans like Kuroto know, this stress takes the form of darkness residing within a person's body and will bring one's life to ruin.

Fox deities can see this darkness and have the duty to save people before it is too late. To help rid Kuroto of his stress, Senko-san, an eight hundred-year-old foxgirl, volunteers to take care of him, and will do everything she can to ease the tension in his weary soul."
ts222360,Infinite Dendrogram,SHOW,1.0,23,2020,TV-14,"In the year 2043, Infinite Dendrogram, the world's first successful full-dive VRMMO was released. In addition to its ability to perfectly simulate the five senses, along with its many other amazing features, the game promised to offer players a world full of infinite possibilities. Nearly two years later, soon-to-be college freshman, Reiji Mukudori, is finally able to buy a copy of the game and start playing. With some help from his experienced older brother, Shuu, and his partner Embryo, Reiji embarks on an adventure into the world of Infinite Dendrogram."
ts217583,Didn't I Say to Make My Abilities Average in the Next Life?!,SHOW,1.0,23,2019,TV-14,"Having stood out from others most of her life due to her exceptional character, Misato Kurihara has lived without neither the joy of having close friends nor the experience of having a regular life. However, after a sudden death, she was transported to a divine realm to be reincarnated—and granted one wish to top it off. Thinking about the ordinary life that she had always wanted, she wished to be born as a normal person, with abilities that are average for the world she will resurrect in.

Reborn as Adele von Ascham—the daughter of a noble—she possesses magic powers completely exceeding what one would label average. Still desiring to carry out the life she wanted, she leaves her home and enrolls at a hunter school in a faraway kingdom using ""Mile"" as an alias. However, try as she might to hide her overpowering potential, attaining her goal will be difficult—especially when facing against the crazy situations that ensue!"
ts88999,Isekai Quartet,SHOW,2.0,12,2019,TV-14,"A mysterious switch appeared one day. Upon pressing it, they were sent to a different alternative world!! There are also characters from other alternative worlds gathered together...!?"
ts224775,The Millionaire Detective – Balance: UNLIMITED,SHOW,1.0,23,2020,TV-14,"The story centers around millionaire Daisuke Kambe, the heir to one of the wealthiest families in Japan, who is assigned as a detective to the Modern Crime Prevention Task Force (aka MCPTF), at the Tokyo Metropolitan Police Department. Taking full advantage of his vast family wealth, he spares no expense in solving complex crimes, and has the tendency to evaluate everything including individual human lives in terms of their monetary value. Haru Kato, a detective with a compassionate heart who believes that money isn’t everything, is chosen as Kambe’s partner but is repulsed by his materialistic attitude. Having diametrically opposing personalities, witness how the two join forces to tackle seemingly unsolvable crimes and mysteries!"
ts236710,Extra Olympia Kyklos,SHOW,1.0,5,2020,nan,"Demetrios was a young man in Ancient Greece who was a potter's apprentice, but also a rather timid otaku. Despite pursuing the arts, he was blessed with natural athletic talent. One day, he gets dragged into a village conflict. Demetrios contemplates how helpless he is, but then is struck by lightning! When he comes to, he is no longer in Greece, but a strange land where he can't understand the language and people look rather different. Yes, he somehow ended up 1964 Tokyo! Of course, Demetrios has no idea what Japan even is. What will become of him?!"
ts86183,WATATEN!: an Angel Flew Down to Me,SHOW,1.0,23,2019,TV-14,"Miyako is a shy college student who is also an otaku. One day she happens to meet some angelic grade school kids! When Miyako sees her little sister's new friend Hana-chan, Miyako's heart won't stop racing! Miyako tries to get along with them but struggles... A sketch comedy all about trying to get along with the super cute girl is about to begin!"
ts88446,Sarazanmai,SHOW,1.0,23,2019,TV-14,"After accidentally breaking a statue of the guardian god of the Asakusa district, middle school students Kazuki, Toi and Enta are transformed into kappas -creatures from japanese folklore- by Keppi, self-proclaimed prince of the Kappa Kingdom. If they want to regain their human form, they must collect the five Dishes of Hope for him, which fulfill the wishes of whoever possesses them. To do so, they will fight against the kappa-zombies and extract their ""shirikodama"", the mythical organ containing humans' deepest desires. Two policemen, Reo and Mabu, are the ones behind this evil scheme, turning humans into zombies as agents of the Otter Empire, enemy of the Kappa Kingdom since ancient times. In the guise of ""Kappazon, Inc."", they control society by manipulating the desires of the masses for their own goals. To succeed in their mission, the boys must be connected through the ""Sarazanmai"", revealing their most intimate secrets in the process..."
ts88981,Joshi Kausei,SHOW,1.0,3,2019,nan,"Who needs dialog when you're this cute? The beautiful (but unlucky) Momoko, the cool, collected Shibumi, and the refreshingly innocent Mayumi star in a ""silent manga."" No speeches, no dialog! Just pictures, sound effects, and three high school girls living their daily lives."
ts87468,Midnight Occult Civil Servants,SHOW,1.0,24,2019,TV-14,"Miyako Arata is newly assigned to the Shinjuku Ward Office's Nighttime Regional Relations Department. Each of Tokyo's 23 wards has one such department, established to mitigate paranormal and occult-related events. Arata's special skill is the understanding of non-human speech, and the story begins with him encountering a youkai at Shinjuku Gyoen park who refers to him as the legendary Heian-era exorcist, Abe no Seimei."
ts86700,Katana Maidens ~ Mini Toji,SHOW,1.0,3,2019,nan,"Does the girls' daily life include fighting and not fighting?

All the characters from the TV animated series ""Katana Maidens"" and the smartphone game ""Katana Maidens Kizamishi Issen no Tomoshibi"" are gathered together in smaller form!"
ts88998,Yatogame-chan Kansatsu Nikki,SHOW,4.0,3,2019,nan,"Kaito Jin is a second year of high school student who moved to Aichi from Tokyo. He meets Monaka Yatogami, who has a heavy Nagoya dialect, and he learns about Nagoya through joining photography club."
ts217605,Asteroid in Love,SHOW,1.0,1,2020,TV-PG,"In a fateful childhood encounter, Mira Kinohata met a stargazing dreamer named Ao Manaka. Though their time together was short, Ao showed Mira the wonders of astronomy, from orbiting planets to distant stars. Before they parted, Mira learned that a star with her name exists, but there are none with Ao's. And so, she forged a promise: one day, she would discover a new asteroid and name it after Ao.

Years later, Mira is still fascinated with astronomy. Now in high school at Hoshizaki Academy, she tries to join the Astronomy Club. Unfortunately, she finds out that the club has been merged with the Geology Club to form a single Earth Sciences Club. She joins this new club and finds a pleasant surprise—she reunites with Ao after years of separation.

Alongside their new clubmates, Mira and Ao begin their journey together to fulfill their promise. How hard could it possibly be to find an asteroid?"
ts217594,SD Gundam World: Sangoku Souketsuden,SHOW,1.0,15,2019,nan,nan
ts249933,Ninja Collection,SHOW,1.0,4,2020,nan,"Yamishibai: Japanese Ghost Stories spin-off. The story will center on the Tōkeshū ninja group in Tokyo, the city where dreams and desires swirl like eddies in a river. With ancient techniques passed down through generations, the ninja are intent on wiping out the ""darkness"" enveloping people in the current Reiwa era."
ts89212,Strike Witches: 501st JOINT FIGHTER WING Take Off!,SHOW,2.0,14,2019,TV-14,"Strike Witches, the 501st Joint Fighter Wing girls, are back from battle and ready to relax as best they can! War with the deadly Neuroi won’t last forever, but one thing is certain, the war on laundry is eternal. Join these aerial combat cuties in a down-to-earth series highlighting the team’s hijinks between missions."
ts87519,Hitori Bocchi no Marumaru Seikatsu,SHOW,1.0,23,2019,nan,"Hitori Bocchi suffers from extreme social anxiety, she's not good at talking to people, takes pretty extreme actions, is surprisingly adept at avoiding people, her legs cramp when she overexerts herself, gets full of herself when alone, will vomit when exposed to extreme tension and often comes up with plans. Now she is entering middle school and her only friend, Yawara Kai, is attending a different school. This leaves Bocchi alone, surrounded by new classmates with whom she must make friends before Kai will talk to her again."
ts217479,Oda Cinnamon Nobunaga,SHOW,1.0,23,2020,TV-14,"Before he died at Honnouji in 1582, the great warlord Oda Nobunaga stood before a statue of Buddha and thought to himself that he'd committed so many sins that he'd very likely be reborn as a dog. He never expected that Buddha would take his words literally, however, but the next thing he's aware of, he's in the body of a Shiba Inu named Shinamon in modern Japan! Less than thrilled at the fact that his human warlord consciousness is trapped in the instinct-bound body of an adorable house pet, Nobunaga struggles between making the best of it (he can have that ruff all the Europeans were wearing!) and being frustrated with his reality (the ruff turns out to be a bath hat and now he has to have a bath). Is it better or worse that many of his fellow warriors also seem to have been reincarnated in canine form – and that his enemy looks like he lucked out and got to be a human?"
ts217703,Sorcerous Stabber Orphen,SHOW,2.0,23,2020,TV-14,"Orphen is a powerful sorcerer who is notoriously lazy. Everything changes when he finds a way to save his sis, who was turned into a dragon during their days at magic academy. Betrayed by friends who refused to help, Orphen will stop at nothing to track her down, even if he has to go it alone."
ts88971,Senryu Girl,SHOW,1.0,12,2019,nan,"At first glance Yukishiro Nanako seems like a normal high school girl, but she has a notable eccentricity: instead of speaking, she communicates only through written senryu poetry! This means she expresses herself only in 5-7-5 syllables. To most this might seem like an inconvenience, but for Nanako and her ex-delinquent bestie, Busujima Eiji, it adds to the experience of their high school lives as they run the Literature Club."
ts84638,Girly Air Force,SHOW,1.0,23,2019,nan,"The mysterious flying creatures known as Zai suddenly appear, and in order to fight the creatures, mankind creates fighter aircraft called ""Daughters,"" as well as the automatic fighting mechanism ""Anima,"" which are shaped like human girls. The story centers on a young man named Narutani Kei, who yearns to fly in the sky, and an Anima considered to be humanity's trump card, a girl name Guripen."
ts88996,NAMUAMIDABUTSU! -UTENA-,SHOW,1.0,23,2019,nan,"The pain that everyone cannot escape when living: the living, old, sick, and death. The way to save it is through Buddhist enlightenment. At the end of a war, a prince who obtained the Buddhist enlightenment became the Shaka Nyorai and saved the world. Long time has passed since that, currently the latter age of decadence. Mara, the worry that once tried to destroy Shaka's enlightenment, has made a contract with the devil in order to seek revenge against Shaka. He begins to control people with worries.

Meanwhile, a team centering around Shaka, called the Thirteen Buddhas, and the two benevolent deities who protect the dharma, Taishakuten and Bonten, have stood up to fight against Mara to protect people from worries. A battle between Mara and the Buddhist gods that involves people begins now!"
ts89991,KING OF PRISM -Shiny Seven Stars-,SHOW,1.0,24,2019,nan,"After appearing in the Prism King Cup representing Edel Rose, and getting a glimpse of what it was like to a be a future Prism Star, Ichijo Shin entered Kakyoin Academy’s High School division in spring and became a first-year high school student. Koji, Hiro, and Kazuki from Over The Rainbow left Edel Rose and established a new agency.  Meanwhile, after having the title of Prism King stolen by Hiro, the leader of Schwarz Rose, Norizuki Jin, proposes PRISM.1, which would decide a new king other than Prism King. He then announces that Schwarz Rose and Edel Rose will be competing with each other."
ts84968,The Magnificent KOTOBUKI,SHOW,1.0,23,2019,nan,"The story will take place in a barren frontier where people trade goods with each other in order to help each other survive. The Kotobuki Squadron are bodyguards for hire, led by a strict but beautiful squadron leader, an unreliable commanding officer, and a true artisan of a crew chief. Alongside pilots who don't lack for personality, they take to the air in dogfights, letting the engine noise of their Hayabusa fighters ring out in the skies."
ts221689,Woodpecker Detective's Office,SHOW,1.0,23,2020,nan,"It is the end of the Meiji Era. The genius poet Ishikawa Takuboku, who’s struggling financially, starts a detective business out of his lodging in response to a certain murder case. He calls it the Woodpecker Detective’s Office. “The ghosts of the Twelve-Story Tower in Asakusa,” “the man-eating figure who wanders the streets on snowy nights”… Takuboku involves himself in one bizarre case after another with his hometown acquaintance, Kindaichi Kyosuke, as his assistant. Other literary men such as Nomura Kodo, Yoshii Isamu, Hagiwara Sakutaro, and Wakayama Bokusui are also dragged into Takuboku’s exploits as he races all around Tokyo at the height of Westernization!"
ts89577,Try Knights,SHOW,1.0,22,2019,nan,"Riku Haruma enters high school without a future in sight. He sees people playing like monsters on the ground, jumping higher than anyone else, running fast, deciding to try their best. There, he sees Akira Kariya playing rugby, a sport he was once passionate about but gave up due to his physique. While Akira is running roughly, Riku gives him a piece of advice without thinking. From that, Riku feels his dying passion for the sport set ablaze, and his future starts to brighten up..."
ts221663,Days of Urashimasakatasen,SHOW,1.0,4,2019,nan,nan
ts223490,The House Spirit Tatami-chan,SHOW,1.0,4,2020,nan,"The ""pleasant horror gag comedy"" centers around the life of Tatami-chan, a sardonic ghost from Iwate Prefecture who is now living in Tokyo among other spirits, supernatural entities, and humans. In addition to dealing with otherworldly matters, the unemployed Tatami-chan also has to deal with job-hunting as well as paying for gas, water, and electricity."
ts89557,Granbelm,SHOW,1.0,24,2019,TV-14,"The anime takes place in a world that long ago featured the existence of magic, but has long since lost that ability. The story begins when the very normal high school student Mangetsu Kohinata meets Shingetsu Ernesta Fukami, who has migrated back to Japan from Germany, on a night with a full moon."
ts242952,Gibiate,SHOW,1.0,23,2020,nan,"A disease called ""Gibia"" has infected the world, turning people into various types of monsters, and a ninja and samurai from Japan's Edo Period have traveled through time to stop it."
ts221309,22/7,SHOW,1.0,24,2020,nan,"One day, Miu Takigawa suddenly receives a letter notifying her that she has been chosen as a member of a brand-new project. Half in disbelief, she heads over to the location stated on the letter. There, she finds seven other girls summoned there in the same fashion. The girls behold a giant, top-secret facility. They stand in bewilderment as they are told: ""You are going to debut for a major record label as an idol group."" A new kind of idol, never-before-seen, is about to be born here..."
ts253367,"With a Dog AND a Cat, Every Day Is Fun",SHOW,1.0,2,2020,nan,"Matsumoto's daily life while raising both a sweet, innocent dog and a ""devilishly vicious yet adorable"" cat. Everyday, there is laughter and even a tear or two."
ts85646,Meiji Tokyo Renka,SHOW,1.0,23,2019,TV-14,"Mei Ayazuki, an ordinary high school girl, becomes the object of affection for a bunch of handsome historical figures when she accidentally time-travels back to Tokyo during the Meiji Era."
